index,Name,Time,Store,Comment
157983,Tom Berry,10/19/20,Walmart,new agent say thing call back day
157984,Tom Berry,10/19/20,Walmart,escalate four time
157985,Tom Berry,10/19/20,Walmart,bad help center experience life almost month half
157986,Tom Berry,10/19/20,Walmart,walmart steal
157987,Whitney Gregory,10/19/20,Walmart,go walmart very often
157988,Whitney Gregory,10/19/20,Walmart,get little annoyed go gallon milk cash st
157989,Whitney Gregory,10/19/20,Walmart,line minute wait slow cashier
157990,Whitney Gregory,10/19/20,Walmart,not complaining type
157991,Whitney Gregory,10/19/20,Walmart,almost enough
157992,Whitney Gregory,10/19/20,Walmart,sunday afternoon hundred people store two check open
157993,Whitney Gregory,10/19/20,Walmart,not ok
157994,Whitney Gregory,10/19/20,Walmart,whenever anyone complain ask hear not enough employee train register
157995,Whitney Gregory,10/19/20,Walmart,people one area stock shelf slow worker check
157996,Whitney Gregory,10/19/20,Walmart,don tell train people
157997,Whitney Gregory,10/19/20,Walmart,not ok
157998,Whitney Gregory,10/19/20,Walmart,not wanna hear anymore
157999,Whitney Gregory,10/19/20,Walmart,not say anything get
158000,Whitney Gregory,10/19/20,Walmart,low employee due coronavirus
158001,Whitney Gregory,10/19/20,Walmart,not make ok take long get
158002,Whitney Gregory,10/19/20,Walmart,people register always polite talk little
158003,Whitney Gregory,10/19/20,Walmart,line
158004,Whitney Gregory,10/19/20,Walmart,not talk talk every item scan everything sun
158005,Whitney Gregory,10/19/20,Walmart,especially see huge line behind
158007,Ben Nicole,10/19/20,Walmart,wal mart online buy something marketplace turn old fake
158008,Ben Nicole,10/19/20,Walmart,try return store app would not let customer service member
158009,Ben Nicole,10/19/20,Walmart,minute try return no luck
158010,Ben Nicole,10/19/20,Walmart,chat two people could not help app
158011,Ben Nicole,10/19/20,Walmart,one disconnect without warn
158012,Ben Nicole,10/19/20,Walmart,stick
158013,Ben Nicole,10/19/20,Walmart,app garbage wal mart nix marketplace
158014,Ben Nicole,10/19/20,Walmart,trash name
158017,Ben Nicole,10/19/20,Walmart,find new people app
158018,Ben Nicole,10/19/20,Walmart,god awful
158020,ralph,10/19/20,Walmart,walmart
158021,ralph,10/19/20,Walmart,walmart sell china crap china build war machine money time stop feed walmart money plus
158028,ralph,10/19/20,Walmart,never enough cashier
158032,ralph,10/19/20,Walmart,even want customer
158033,ralph,10/19/20,Walmart,self check give money still check self come folk wise
158034,Kelly Sullivan,10/19/20,Walmart,kemptville walmart thee bad
158035,Kelly Sullivan,10/19/20,Walmart,custmer service could not get bad
158036,Kelly Sullivan,10/19/20,Walmart,price thing wrong
158037,Kelly Sullivan,10/19/20,Walmart,not seem think need honour even care
158038,Kelly Sullivan,10/19/20,Walmart,shop giant tiger amazon
158039,Kelly Sullivan,10/19/20,Walmart,go back
158040,Kelly Sullivan,10/19/20,Walmart,manfement rude
158043,Gerry Gary,10/19/20,Walmart,reason still go amazon verses walmart
158044,Gerry Gary,10/19/20,Walmart,try charge merch
158045,Gerry Gary,10/19/20,Walmart,ise fee
158046,Gerry Gary,10/19/20,Walmart,tell hazardous material waste lie
158047,Gerry Gary,10/19/20,Walmart,merch
158048,Gerry Gary,10/19/20,Walmart,ise fee charge good export go custom consider purchase domestic not apply no company know charge
158049,Gerry Gary,10/19/20,Walmart,give dollar discount part end good though wow cool
158050,Gerry Gary,10/19/20,Walmart,shipment suppose next day however not get three day later good
158051,Gerry Gary,10/19/20,Walmart,bag popcorn one pop open popcorn everywhere
158052,Gerry Gary,10/19/20,Walmart,rest bag smash
158053,Gerry Gary,10/19/20,Walmart,pack pack sparkle water box no padding
158054,Gerry Gary,10/19/20,Walmart,absolutely stupid may buck cheap skinny pop popcorn
158055,Gerry Gary,10/19/20,Walmart,would gladly pay tad bit high deal amazon never shipment issue bogus charge
158056,Gerry Gary,10/19/20,Walmart,walmart long way go experience store online well wake fail
158058,mikey dee,10/19/20,Walmart,walmart online shiet order rd september expect delivery date th october come one month non delivery week month
158059,mikey dee,10/19/20,Walmart,meantime order product amazon take day
158060,mikey dee,10/19/20,Walmart,fuc
158061,mikey dee,10/19/20,Walmart,walmart online business soon
139003,Donna Nall,10/19/21,Walmart,pitiful
139004,Donna Nall,10/19/21,Walmart,order one item receive deliver email
139005,Donna Nall,10/19/21,Walmart,never receive item
139006,Donna Nall,10/19/21,Walmart,order second item garage shelf half shelving box
139007,Donna Nall,10/19/21,Walmart,course walmart replace
139008,Donna Nall,10/19/21,Walmart,terrible hassle call walmart wait replacement get
139009,Donna Nall,10/19/21,Walmart,don know problem walmart fed ex
139010,Donna Nall,10/19/21,Walmart,online ordering
139012,Robert Carr,10/19/21,Walmart,deliver damaged terrible time get refund
139013,Robert Carr,10/19/21,Walmart,no customer service number whole bunch hurdle
139014,Robert Carr,10/19/21,Walmart,deliver gun safe back store get refund
139015,Robert Carr,10/19/21,Walmart,deliver truck lift gate
139016,Robert Carr,10/19/21,Walmart,return car
139018,Venus,10/19/21,Walmart,typically walmart deliver item accurately
139019,Venus,10/19/21,Walmart,lately hire individual deliver good cheat item several time
139020,Venus,10/19/21,Walmart,delivery person ring door bell not answer take picture home address door garage door state deliver item
139021,Venus,10/19/21,Walmart,however take item never remove car
139022,Venus,10/19/21,Walmart,today lose dollar good make formal complaint non regulate delivery person walmart
139023,Venus,10/19/21,Walmart,basically tell wait hour complain
139024,Venus,10/19/21,Walmart,private rd party delivery service person complete failure ripe fraud
139026,Brenda Milner,10/19/21,Walmart,walmart new website not function
139027,Brenda Milner,10/19/21,Walmart,no long see item select blurry want see detail item close back main screen
139028,Brenda Milner,10/19/21,Walmart,would put item wish look small little box blurry unless click eyeglass bring focus
139029,Brenda Milner,10/19/21,Walmart,would make hard view item detail no long enjoyable look potential item may wish buy labored chore no long browse item definitely no not like new website way cumbersome view item really dissatisfied
139031,Jordan McCarty,10/19/21,Walmart,try too hard discount amazon
139032,Jordan McCarty,10/19/21,Walmart,listing not clog reseller
139033,Jordan McCarty,10/19/21,Walmart,not even effectively browse item available local store order pickup
139034,Jordan McCarty,10/19/21,Walmart,try purchase item know always stock say week pick appointment book
139035,Jordan McCarty,10/19/21,Walmart,every hear need appointment second exchange not even check somehow stock
139036,Jordan McCarty,10/19/21,Walmart,really feel like site just completely forget walmart physical location everywhere instead try copy paste amazon model
139038,Doug,10/19/21,Walmart,not even navigate place pick item basket local store
139039,Doug,10/19/21,Walmart,absolutely bad site ever attempt use not even one star
139041,Haleh Amini,10/19/21,Walmart,horrible experience ever online shopping
139042,Haleh Amini,10/19/21,Walmart,send fake email receive item not hold vendor accountable sale let manipulate customer however want customer service not refund money even though not receive item send useless email dishonest vendor aware very cheap quality not like anything describe online
183659,Mike,10/20/14,Walmart,order hp laptop monday close special
183660,Mike,10/20/14,Walmart,receive wednesday
183661,Mike,10/20/14,Walmart,quick turnaround
183662,Mike,10/20/14,Walmart,killer laptop deliver day
176062,l ke,10/20/19,Walmart,st point bad thing review must admit disabled homebound person usually get package least week sometimes fully realize may never get
176063,l ke,10/20/19,Walmart,certain medical condition never able go person deal horrible customer service line just discourage return
176064,l ke,10/20/19,Walmart,propose holiday season sure get shipping return label item purchase store online make usp come pick package get refund walmart
176065,l ke,10/20/19,Walmart,usps carrier cindy zip steal package year declare perform illegal activity usps office inspector general
176066,l ke,10/20/19,Walmart,still permission continue steal no termination site
176067,l ke,10/20/19,Walmart,always make sure site buy aware
176068,l ke,10/20/19,Walmart,usually seller
176069,l ke,10/20/19,Walmart,com send another way even pay extra just actually get go directly website instead use
176070,l ke,10/20/19,Walmart,com
176071,l ke,10/20/19,Walmart,amazon
176072,l ke,10/20/19,Walmart,com refuse stop use usps decade file claim steal package bye bye
176073,l ke,10/20/19,Walmart,com would like point
176074,l ke,10/20/19,Walmart,com not let post low review trustpilot not ever hear holiday boycott use amazon
176075,l ke,10/20/19,Walmart,com
176076,l ke,10/20/19,Walmart,amazon face boycott ahead holiday public discontent google guardian trustpilot not allow link
176078,Michael Maylone,10/20/19,Walmart,not recommend anyone purchase air mattress walmart purchase air mattress air not work go right back day exchange customer service close purchase another one return say not return exchange okay problem product not anymore nowhere walmart exchange one little high price pay difference really not need mattress steal take money not give good suppose try make good pay go report well business bureau go put facebook website state iowa whole country need make law company like not take advantage people try purchase something usually buy stuff ebay would happen anything get not describe give full refund return packaging
176079,Maureen,10/20/19,Walmart,live area northern california pge att shut power phone line
176082,Maureen,10/20/19,Walmart,go walmart placerville buy cell phone
176085,Maureen,10/20/19,Walmart,could not activate home not power ask dan ramey sale manager walmart would help
176088,Maureen,10/20/19,Walmart,see desperation
176092,Maureen,10/20/19,Walmart,quickly get phone box call phone service immediately get phone activate working
176095,Maureen,10/20/19,Walmart,relieved able contact family friend time
176096,Maureen,10/20/19,Walmart,grateful dan ramey help situation
176100,Maureen,10/20/19,Walmart,dan ramey wonderful asset walmart corporation hero day maureen
157886,Michael Aycock,10/20/20,Walmart,walmart san le
157887,Michael Aycock,10/20/20,Walmart,ro people lazy poor customer service
157888,Michael Aycock,10/20/20,Walmart,very rude not help someone disabled locate item
157889,Michael Aycock,10/20/20,Walmart,run one end still didn find look
157890,Michael Aycock,10/20/20,Walmart,good encourage boycott unless improve
157891,Michael Aycock,10/20/20,Walmart,not care customer
157892,Michael Aycock,10/20/20,Walmart,leave walmart go target associate take right item look
157893,Michael Aycock,10/20/20,Walmart,kudo target
157895,Brian Heise,10/20/20,Walmart,compare grocery store compliance mask wear ie completely cover face nose baton rouge grocery store
157896,Brian Heise,10/20/20,Walmart,observe directly make eye contact empluee store approx
157897,Brian Heise,10/20/20,Walmart,walmart highl
157898,Brian Heise,10/20/20,Walmart,lee whole food town costco calvin directly make eye contact observe employee store whole food manager say would imediately correct issue arise
157899,Brian Heise,10/20/20,Walmart,calvin try
157900,Brian Heise,10/20/20,Walmart,not easily terminate people
157901,Brian Heise,10/20/20,Walmart,costco apparently give three warning
157902,Brian Heise,10/20/20,Walmart,never problem fire employee
157903,Brian Heise,10/20/20,Walmart,enough say fire get not come back
157904,Brian Heise,10/20/20,Walmart,never problem tell people failure whatever
157905,Brian Heise,10/20/20,Walmart,additionally find walmart competative price bread milk whole food go play caution
157906,Brian Heise,10/20/20,Walmart,think whole food preservative free food store br
157907,Brian Heise,10/20/20,Walmart,price shop win win deal
157908,Brian Heise,10/20/20,Walmart,go keep close eye employee though try get anyone fire ie without complete face cover encourage everyone try persuade wear mask always correctly
157909,Brian Heise,10/20/20,Walmart,feel americans patriotic duty sanction ie punish noncompliance public health st
157910,Brian Heise,10/20/20,Walmart,ard
157911,Brian Heise,10/20/20,Walmart,not time try anything ie mask slip anxious breathing whatever
157912,Brian Heise,10/20/20,Walmart,people try failure just ignore reject
157914,Jamie Spencer,10/20/20,Walmart,not owe money pair rain boot buy gr
157915,Jamie Spencer,10/20/20,Walmart,son never receive
157917,Jamie Spencer,10/20/20,Walmart,also charge shipping order website say order free never shop walmart store online technically literally rip last month
157919,Charles,10/20/20,Walmart,rd party vendor cancel half order without notify
157920,Charles,10/20/20,Walmart,no phone support
157921,Charles,10/20/20,Walmart,help chat someone india disappear never respond
157923,Nancy Cieslak,10/20/20,Walmart,kind good not treat worker suppose treat
157924,Nancy Cieslak,10/20/20,Walmart,also need keep supply
157925,Tenzin Lhaze,10/20/20,Walmart,just poor experience believe personnel charge another customer go argue ask combine order together would underst
157926,Tenzin Lhaze,10/20/20,Walmart,human error happen
157927,Tenzin Lhaze,10/20/20,Walmart,try apologetic underst
157928,Tenzin Lhaze,10/20/20,Walmart,rather point finger personnel error waste time too
157929,Tenzin Lhaze,10/20/20,Walmart,poor service
90178,PhilipALight,10/20/2018,Amazon Go,good food great value super fast still not sure work
90179,PhilipALight,10/20/2018,Amazon Go,fantastic concept pick thing put thing sometimes different place just know exactly go
90180,PhilipALight,10/20/2018,Amazon Go,clever concept really enjoy experience price good too win pay odd
90181,PhilipALight,10/20/2018,Amazon Go,need download free amazon go app log amazon account order enter
90182,PhilipALight,10/20/2018,Amazon Go,won age not worth make special journey unless super interested tech bit geeky
90183,PhilipALight,10/20/2018,Amazon Go,visit route somewhere else lot fun
92323,Seahawk A.,10/20/2019,Amazon Go,come store not know expect
92324,Seahawk A.,10/20/2019,Amazon Go,very surprised easy shop
92325,Seahawk A.,10/20/2019,Amazon Go,not find anything want outside
92326,Seahawk A.,10/20/2019,Amazon Go,bar coffee mug
92327,Seahawk A.,10/20/2019,Amazon Go,people live area perfect
92328,Seahawk A.,10/20/2019,Amazon Go,great get kink iron sell coffee
92329,Seahawk A.,10/20/2019,Amazon Go,wich
138957,Tina Marie,10/20/21,Walmart,put order cake pan ship wrong address baker need birthday cake
138958,Tina Marie,10/20/21,Walmart,nothing tell could talk thier legal team
138959,Tina Marie,10/20/21,Walmart,give physical address not phone number
138960,Tina Marie,10/20/21,Walmart,never shop walmart store online give star review
138961,Tina Marie,10/20/21,Walmart,please make negative number
138962,Tina Marie,10/20/21,Walmart,yr old birthday cake
138964,Ross Fasolino,10/20/21,Walmart,walmart anti veteran anti military anti american china loving retailer
138965,Ross Fasolino,10/20/21,Walmart,sam would soo proud descendant
138966,Ross Fasolino,10/20/21,Walmart,not
138968,Raven,10/20/21,Walmart,really want like walmart
138969,Raven,10/20/21,Walmart,start two reason
138970,Raven,10/20/21,Walmart,first two week free trial add bonus two week free trial just answer couple question
138971,Raven,10/20/21,Walmart,second ill need not leave house undetermined amount time likely week
138972,Raven,10/20/21,Walmart,first delivery not go well
138973,Raven,10/20/21,Walmart,disable check box sign grocery expect knock door dry right inside
138974,Raven,10/20/21,Walmart,none happen
138975,Raven,10/20/21,Walmart,set grocery knock run
138976,Raven,10/20/21,Walmart,order case water
138977,Raven,10/20/21,Walmart,sit ground slide grocery
138978,Raven,10/20/21,Walmart,second one cancel no reason give third one arrive hour past last hour due
138979,Raven,10/20/21,Walmart,fourth one due six seven
138981,Raven,10/20/21,Walmart,seven receive message run late
138982,Raven,10/20/21,Walmart,eight receive message would shop grocery substitute one item
138983,Raven,10/20/21,Walmart,almost eleven
138985,Raven,10/20/21,Walmart,close time not hear
138986,Raven,10/20/21,Walmart,call
138987,Raven,10/20/21,Walmart,department close customer service closed manager supposedly go day no one know thing
138988,Raven,10/20/21,Walmart,cancel plus membership
138989,Raven,10/20/21,Walmart,assume plus st
138990,Raven,10/20/21,Walmart,plus headache
138992,Arick,10/20/21,Walmart,item never send refuse complete exchange lie say fedex lose rise
138993,Arick,10/20/21,Walmart,fedex say never receive
138994,Arick,10/20/21,Walmart,never shop customer service bad terrible
183184,Jaime Arnold,10/21/16,Walmart,not recommend anyone shop online walmart
183185,Jaime Arnold,10/21/16,Walmart,need anything go straight get thing
176050,Tyrone W,10/21/19,Walmart,recently visit walmart fl
176051,Tyrone W,10/21/19,Walmart,er recieve excellent service support support manager tarnisha
176052,Tyrone W,10/21/19,Walmart,show patience honest willingness help
176053,Babak MLE,10/21/19,Walmart,never buy anything soon regret online store peace not get order very irresponsible customer support team easily say sorry
176054,Babak MLE,10/21/19,Walmart,obviously not mean not receive order stock
176055,Ashley Ferreira,10/21/19,Walmart,buy shelf son room online
176056,Ashley Ferreira,10/21/19,Walmart,supost br
176057,Ashley Ferreira,10/21/19,Walmart,new come scratch edge touch total different color grey almost black
176058,Ashley Ferreira,10/21/19,Walmart,baby next week pay someone build well bring back walmart
176059,Ashley Ferreira,10/21/19,Walmart,total waist money
176060,Ashley Ferreira,10/21/19,Walmart,want use look furniture would go garage sale
157870,Navyguy,10/21/20,Walmart,try return unopened multirole package toilet paper six hour buy walmart refuse take back
157871,Navyguy,10/21/20,Walmart,reason give department not ready accept return time whatever mean
157872,Navyguy,10/21/20,Walmart,completely unable even speculate date return might possible
157873,Navyguy,10/21/20,Walmart,supposedly policy reduce traffic store high dem
157874,Navyguy,10/21/20,Walmart,item like various paper product several month ago fairly readily available today
157875,Navyguy,10/21/20,Walmart,read policy accept return state
157876,Navyguy,10/21/20,Walmart,not illinois
157877,Navyguy,10/21/20,Walmart,ridiculous policy
157878,Navyguy,10/21/20,Walmart,stop shop walmart encourage
157880,Greg,10/21/20,Walmart,wish rate zero
157881,Greg,10/21/20,Walmart,order ink jet cartridge
157882,Greg,10/21/20,Walmart,day receive wrong one
157883,Greg,10/21/20,Walmart,call day customer service wrong cartridge
157884,Greg,10/21/20,Walmart,call time
157885,Greg,10/21/20,Walmart,almost week no money return new cartridge
138931,Matthew Barnes,10/21/21,Walmart,new application update shipping add absolutely horrible
138932,Matthew Barnes,10/21/21,Walmart,horrible update see grocery app
138933,Matthew Barnes,10/21/21,Walmart,use delivery form grocery company
138934,Matthew Barnes,10/21/21,Walmart,fire person write program
138936,Lori Alanis,10/21/21,Walmart,stupid combine shipping pickup item make everything hard
138937,Kurry Kabob,10/21/21,Walmart,not ever order anything walmart
138938,Kurry Kabob,10/21/21,Walmart,com customer service return non existent give baby shower gift purchase walmart
138939,Kurry Kabob,10/21/21,Walmart,com
138940,Kurry Kabob,10/21/21,Walmart,go walmart return store credit receive item tell would need refund gift giver would need work friend give gift
138942,Kurry Kabob,10/21/21,Walmart,awful make no sense insult gift giver
138943,Kurry Kabob,10/21/21,Walmart,amazing amazon target major retailer figure way work rd party issue refund
138944,Kurry Kabob,10/21/21,Walmart,folk not
138945,Kurry Kabob,10/21/21,Walmart,not seem grasp basic concept purchase store therefore store provide refund customer service
138946,Kurry Kabob,10/21/21,Walmart,rd party problem not make issue
138947,Kurry Kabob,10/21/21,Walmart,walmart suck
138948,Litty Lights,10/21/21,Walmart,not even worth one star
138949,Litty Lights,10/21/21,Walmart,previous version app old walmart app user friendly good layout
138950,Litty Lights,10/21/21,Walmart,new update make thing confusing ever price scanner not accurate
138951,Litty Lights,10/21/21,Walmart,many item scan store come item not find item come soon no long sell item item fully stock right front store
138952,Litty Lights,10/21/21,Walmart,scanner pull price often time show price item online ship current store instead price item current store
138953,Litty Lights,10/21/21,Walmart,many people include enjoy use old version walmart app force download update order use app
138954,Litty Lights,10/21/21,Walmart,not think people force update not want
138955,Litty Lights,10/21/21,Walmart,new app majorly test even release public use
145735,Mike,10/21/21,Walmart,forget everything else
145736,Mike,10/21/21,Walmart,fact company train employee critical race theory etc
145737,Mike,10/21/21,Walmart,anti white
176038,Shana,10/22/19,Walmart,shop online electronic make purchase add protection plan doesn help need replacement
176039,Shana,10/22/19,Walmart,send everywhere
176041,Gretchen Tate,10/22/19,Walmart,buy straight talk phone
176042,Gretchen Tate,10/22/19,Walmart,month later decide make safelink phone
176043,Gretchen Tate,10/22/19,Walmart,waste time rold phone not compatible take back wal mart
176044,Gretchen Tate,10/22/19,Walmart,take phone receipt got blow
176045,Gretchen Tate,10/22/19,Walmart,day return phone would not even exchange
176046,Gretchen Tate,10/22/19,Walmart,wal mart keep blow say speak tracfone safelink say keep say thing
176047,Gretchen Tate,10/22/19,Walmart,phone not use company givimg runaround lot very bad service walmart
176048,Gretchen Tate,10/22/19,Walmart,not care
157832,c gavin,10/22/20,Walmart,buyer beware walmart advertise hard find item like alcohol bait purchase thing online no item available
157833,c gavin,10/22/20,Walmart,even send email say hard find item ship
157834,c gavin,10/22/20,Walmart,package arrive find everything
157835,c gavin,10/22/20,Walmart,hard find item
157836,c gavin,10/22/20,Walmart,get business
157837,c gavin,10/22/20,Walmart,report well business bureau
157838,Sandy Forrester,10/22/20,Walmart,not trick treat year virus
157839,Sandy Forrester,10/22/20,Walmart,yesterday decide prepare treat bag special people young old
157840,Sandy Forrester,10/22/20,Walmart,pretty late would need one bag day halloween
157841,Sandy Forrester,10/22/20,Walmart,go walmart site search day delivery item
157842,Sandy Forrester,10/22/20,Walmart,luckily find quite day delivery
157843,Sandy Forrester,10/22/20,Walmart,least one day
157844,Sandy Forrester,10/22/20,Walmart,no problem still plenty time
157845,Sandy Forrester,10/22/20,Walmart,place order wee hour morning surprised order arrive noon
157846,Sandy Forrester,10/22/20,Walmart,incredible thank much walmart
157847,Sandy Forrester,10/22/20,Walmart,fantastic
157848,ED. C,10/22/20,Walmart,normally not write review
157849,ED. C,10/22/20,Walmart,feed walmart online help
157850,ED. C,10/22/20,Walmart,order face mask apeak aug
157851,ED. C,10/22/20,Walmart,should come late aug
157852,ED. C,10/22/20,Walmart,third party china
157853,ED. C,10/22/20,Walmart,guess first mistake
157854,ED. C,10/22/20,Walmart,oct
157855,ED. C,10/22/20,Walmart,phone time customer service say day not try get third party not seem exist
157856,ED. C,10/22/20,Walmart,talk supervisor rd time rude hope get refunded
157857,ED. C,10/22/20,Walmart,still not sure
157858,ED. C,10/22/20,Walmart,lesson anyone read not order walmart third party seller not true purchase forever get
157859,ED. C,10/22/20,Walmart,hope miss rude refund money
157860,ED. C,10/22/20,Walmart,note calm ask talk supervisor
157861,ED. C,10/22/20,Walmart,not buy product online
157862,ED. C,10/22/20,Walmart,thank walmart not way keep customer
157863,Cindy Walker,10/22/20,Walmart,return product brutal
157864,Cindy Walker,10/22/20,Walmart,easy process order
157865,Cindy Walker,10/22/20,Walmart,not return
157866,Cindy Walker,10/22/20,Walmart,still try get money back purchase month ago
157867,Cindy Walker,10/22/20,Walmart,verify receive fedex many call promise refund nothing
157868,Cindy Walker,10/22/20,Walmart,never
90805,Rebecca K.,10/22/2020,Amazon Go,limited selection
90806,Rebecca K.,10/22/2020,Amazon Go,well
90807,Rebecca K.,10/22/2020,Amazon Go,target grab go lunch spot amazon employee sell pre make lunch
90808,Rebecca K.,10/22/2020,Amazon Go,convenient
90809,Rebecca K.,10/22/2020,Amazon Go,subpar people food allergy
90810,Rebecca K.,10/22/2020,Amazon Go,not see location line year
90811,Rebecca K.,10/22/2020,Amazon Go,mom pick
90812,Rebecca K.,10/22/2020,Amazon Go,wich enjoy
90813,Rebecca K.,10/22/2020,Amazon Go,use love shrimp grit amazon meal
90814,Rebecca K.,10/22/2020,Amazon Go,location never stock large cap hill one seem discontinue
90815,Rebecca K.,10/22/2020,Amazon Go,lot premade food nut could not try
90816,Rebecca K.,10/22/2020,Amazon Go,salad seem nice
90817,Rebecca K.,10/22/2020,Amazon Go,price highly
90818,Rebecca K.,10/22/2020,Amazon Go,grant whole food salad cost even find fly mine
90819,Rebecca K.,10/22/2020,Amazon Go,want lunch salad go anywhere else
90820,Rebecca K.,10/22/2020,Amazon Go,large drink section
90821,Rebecca K.,10/22/2020,Amazon Go,split part store
90822,Rebecca K.,10/22/2020,Amazon Go,due covid store way
90823,Rebecca K.,10/22/2020,Amazon Go,er not notice cheep drink end begin one expensive
90825,Rebecca K.,10/22/2020,Amazon Go,section disappointing
90826,Rebecca K.,10/22/2020,Amazon Go,choose healthy br
90828,Rebecca K.,10/22/2020,Amazon Go,skip sour gummy worm
90829,Rebecca K.,10/22/2020,Amazon Go,honestly find everything selection target block away
90830,Rebecca K.,10/22/2020,Amazon Go,main benefit no line food grab go
138847,Tinnermom,10/22/21,Walmart,happen time read fine detail notice slip little tricky writing website
138848,Tinnermom,10/22/21,Walmart,order quite item large bill
138849,Tinnermom,10/22/21,Walmart,soon hit submit payment shopping cart go bank app show walmart withdraw entire bill
138850,Tinnermom,10/22/21,Walmart,don know really make sure amount bank
138851,Tinnermom,10/22/21,Walmart,not actually pull money item ship item charge separately depend ship
138852,Tinnermom,10/22/21,Walmart,let say five item ship five different place get five different charge different day
138853,Tinnermom,10/22/21,Walmart,bank think walmart take large fee take right account see balance show walmart bill pay
138854,Tinnermom,10/22/21,Walmart,little bit brain twist let say
138855,Tinnermom,10/22/21,Walmart,really walmart not take money look account follow purchase
138856,Tinnermom,10/22/21,Walmart,bank still show take money
138857,Tinnermom,10/22/21,Walmart,really not look money go back account walmart didn really take
138858,Tinnermom,10/22/21,Walmart,take money product ship
138859,Tinnermom,10/22/21,Walmart,mess bank account really mess think purchase come see come right make
138860,Tinnermom,10/22/21,Walmart,not look whole transaction disappear look balance bank thinking money don sudden thing go start ship money come back account separately item
138861,Tinnermom,10/22/21,Walmart,mother live paycheck paycheck really hate screw hard not pay attention underst
138862,Tinnermom,10/22/21,Walmart,walmart really
138863,Tinnermom,10/22/21,Walmart,certainly don try get overdraft purpose
138864,Tinnermom,10/22/21,Walmart,make large purchase debit card walmart really brain screw come time take payment
138865,Tinnermom,10/22/21,Walmart,think bill take care balance bank true walmart twist
138866,Tinnermom,10/22/21,Walmart,need label lot well explain lot well website
138868,Jenna,10/22/21,Walmart,absolutly horrible change app website feature
138869,Jenna,10/22/21,Walmart,try order item kid mas
138870,Jenna,10/22/21,Walmart,not minute waste fight
138871,Jenna,10/22/21,Walmart,screen allow view cart side screen flash away
138872,Jenna,10/22/21,Walmart,want see full cart shipping pick options
138873,Jenna,10/22/21,Walmart,not view not see
138874,Jenna,10/22/21,Walmart,already change password change
138875,Jenna,10/22/21,Walmart,not want stay log minute fighting see shipping fee make saving would get actually cost amazon store compare pay normal price
138876,Jenna,10/22/21,Walmart,one bad update ever see company
138877,Jenna,10/22/21,Walmart,anyone actually want business walmart
138879,Jenna,10/22/21,Walmart,not bother online nightmare
138880,Jenna,10/22/21,Walmart,use enjoy target go crap item not appeal anymore switch like walmart thing stock
138881,Jenna,10/22/21,Walmart,website shopping online impossible
138882,Jenna,10/22/21,Walmart,mean lose business frustrating customer not actually care consumer want
138883,Jenna,10/22/21,Walmart,whoever design coding app need well training need well market research team clearly one not qualified roll terrible company especially holiday item already limit
138884,Jenna,10/22/21,Walmart,emic
138885,Jenna,10/22/21,Walmart,disappointed
138886,Jenna,10/22/21,Walmart,market research important no one want broken website hassle shop online
138888,Paulie Singh,10/22/21,Walmart,not order online buy workout equipment defective slice
138889,Paulie Singh,10/22/21,Walmart,badly
138894,Paulie Singh,10/22/21,Walmart,customer service lead month say fix issue nobody get back
138895,Paulie Singh,10/22/21,Walmart,try start return issue
138900,Paulie Singh,10/22/21,Walmart,say send return label nothing
138901,Paulie Singh,10/22/21,Walmart,call cc company correct
138902,Paulie Singh,10/22/21,Walmart,bunch moron customer service line not bother ask manager supervisor
138906,Paulie Singh,10/22/21,Walmart,not exist
138910,Paulie Singh,10/22/21,Walmart,youll end hold hour
138911,Paulie Singh,10/22/21,Walmart,stick costco
138913,AbominableScotsman,10/22/21,Walmart,shop grocery basic item impossible tell item actually add cart
138914,AbominableScotsman,10/22/21,Walmart,error single item cause item cart become stock
138915,AbominableScotsman,10/22/21,Walmart,incredible
138916,AbominableScotsman,10/22/21,Walmart,go back page add item greet gray add cart
138917,AbominableScotsman,10/22/21,Walmart,ton refresh page suddenly back stock
138918,AbominableScotsman,10/22/21,Walmart,cart one thing function
138919,AbominableScotsman,10/22/21,Walmart,test website also item list pickup delivery
138920,AbominableScotsman,10/22/21,Walmart,add cart pickup become option
138921,AbominableScotsman,10/22/21,Walmart,try change pickup delivery store shipping not available
138922,AbominableScotsman,10/22/21,Walmart,item ship pickup broken design
138923,AbominableScotsman,10/22/21,Walmart,also far too many
138924,AbominableScotsman,10/22/21,Walmart,om rd party retailer search page become cluttered spam
138925,AbominableScotsman,10/22/21,Walmart,overall shop site just awful experience especially compare online retailer get basic functionality right
138927,Nora,10/22/21,Walmart,absolutely bad online shipping customer care
138928,Nora,10/22/21,Walmart,lose shipment refund reorder supposedly priority shipment don show delivery date set arrive even later
138929,Nora,10/22/21,Walmart,absolutely bad rate guy could
138930,Thatâ€™s So nique,10/22/21,Walmart,place order pm suppose set arrive pm literally almost whole hour later grocery not deliver crazy
175982,Susan Gonzalez Bray,10/23/19,Walmart,good evening
175983,Susan Gonzalez Bray,10/23/19,Walmart,want let know troubling experience last two day walmart auto center warner robins georgia watson blvd
175984,Susan Gonzalez Bray,10/23/19,Walmart,store
175985,Susan Gonzalez Bray,10/23/19,Walmart,come son purchase two tire
175986,Susan Gonzalez Bray,10/23/19,Walmart,instruct technician replace front driver side tire place new tire front driver side
