level_0,index,Name,Time,Store,Comment
6695,174797,Becki Snyder,20/11/2019,Walmart,account purchase price air filter minus refund trouble claim take money not return barbie doll
6696,174798,Becki Snyder,20/11/2019,Walmart,walmart take money account without consent
6697,174799,Becki Snyder,20/11/2019,Walmart,pay twice fram air filter
6698,174800,Becki Snyder,20/11/2019,Walmart,yet another call customer care another promise money return within business day
6699,174801,Becki Snyder,20/11/2019,Walmart,day
6700,174805,Becki Snyder,20/11/2019,Walmart,neither amount post account
6701,174806,Becki Snyder,20/11/2019,Walmart,nightmare too many error
6702,174810,Becki Snyder,20/11/2019,Walmart,steal customer
6703,174811,Becki Snyder,20/11/2019,Walmart,like need money
6704,174812,Becki Snyder,20/11/2019,Walmart,not order walmart
6705,174813,Becki Snyder,20/11/2019,Walmart,com
6706,174814,Becki Snyder,20/11/2019,Walmart,nothing
6707,174815,Becki Snyder,20/11/2019,Walmart,screw steal money
6708,174926,Patsy Mcglaun,20/11/2019,Walmart,one maybe two cashier rest self serve
6709,174927,Patsy Mcglaun,20/11/2019,Walmart,hire none english speak employee store always trash
6710,174929,Shirley Stoddard Davis,20/11/2019,Walmart,buyer beware never order walmart
6711,174930,Shirley Stoddard Davis,20/11/2019,Walmart,com
6712,174931,Shirley Stoddard Davis,20/11/2019,Walmart,order roku line
6713,174932,Shirley Stoddard Davis,20/11/2019,Walmart,check bank account hour later
6714,174933,Shirley Stoddard Davis,20/11/2019,Walmart,charge twice
6715,174934,Shirley Stoddard Davis,20/11/2019,Walmart,call pass one foreigner another
6716,174935,Shirley Stoddard Davis,20/11/2019,Walmart,say cancel
6717,174936,Shirley Stoddard Davis,20/11/2019,Walmart,not refund money roku arrive day later
6718,174937,Shirley Stoddard Davis,20/11/2019,Walmart,take walmart ask manager pass customer service person contact walmart
6719,174938,Shirley Stoddard Davis,20/11/2019,Walmart,com
6720,174939,Shirley Stoddard Davis,20/11/2019,Walmart,another foreigner tell return third party party would refund money
6721,174940,Shirley Stoddard Davis,20/11/2019,Walmart,know ever get
6722,174941,Shirley Stoddard Davis,20/11/2019,Walmart,never order walmart never problem amazon stay
6723,174943,Jason azel,20/11/2019,Walmart,try buy product online business
6724,174944,Jason azel,20/11/2019,Walmart,try make payment say credit card expiry go update new card no purchase make
6725,174945,Jason azel,20/11/2019,Walmart,take time call could literally not help keep say call bank
6726,174947,Jason azel,20/11/2019,Walmart,make purchase week alone also keep apologize nothing
6727,174948,Jason azel,20/11/2019,Walmart,shall never ever buy walmart thank previous purchase
6728,174949,Iris Ortiz,20/11/2019,Walmart,not let mislead information fool like fool
6729,174950,Iris Ortiz,20/11/2019,Walmart,use walmart walmart money transfer service send money sister
6730,174951,Iris Ortiz,20/11/2019,Walmart,say walmart
6731,174953,Iris Ortiz,20/11/2019,Walmart,well not case
6732,174954,Iris Ortiz,20/11/2019,Walmart,walmart restriction much money deliver
6733,174955,Iris Ortiz,20/11/2019,Walmart,send dollar get walmart uber not give money deliver dollar
6734,174956,Iris Ortiz,20/11/2019,Walmart,sister walk home empty
6735,174957,Iris Ortiz,20/11/2019,Walmart,mo money
6736,174958,Iris Ortiz,20/11/2019,Walmart,would know information would split transaction two not problem pick much need money
6737,174960,Becki Snyder,20/11/2019,Walmart,order fram air filter car walmart
6738,174961,Becki Snyder,20/11/2019,Walmart,com
6739,174962,Becki Snyder,20/11/2019,Walmart,receive barbie doll instead air filter order
6740,174963,Becki Snyder,20/11/2019,Walmart,contact walmart
6741,174964,Becki Snyder,20/11/2019,Walmart,com customer care advise expert situation
6742,174965,Becki Snyder,20/11/2019,Walmart,replacement part order give instruction take doll local walmart store
6743,174966,Becki Snyder,20/11/2019,Walmart,seem unusual question instruction
6744,174967,Becki Snyder,20/11/2019,Walmart,cs agent advise take doll local store
6745,174968,Becki Snyder,20/11/2019,Walmart,follow instruction finally receive correct item
6746,174969,Becki Snyder,20/11/2019,Walmart,also receive
6747,174970,Becki Snyder,20/11/2019,Walmart,refund trouble
6748,174971,Becki Snyder,20/11/2019,Walmart,receive email walmart
6749,174972,Becki Snyder,20/11/2019,Walmart,com advise not yet receive incorrect item employee pick send error provide shipping label month call customer care regard receipt wrong item
6750,174973,Becki Snyder,20/11/2019,Walmart,another email send walmart
6751,174974,Becki Snyder,20/11/2019,Walmart,com contact customer care explain receive email advise wrong item take local store
6752,174975,Becki Snyder,20/11/2019,Walmart,expert advise process full refund purchase price
6753,174976,Becki Snyder,20/11/2019,Walmart,filter
6754,174977,Becki Snyder,20/11/2019,Walmart,would take business day receive refund account
6755,174978,Becki Snyder,20/11/2019,Walmart,call walmart proceed take
6756,174979,Becki Snyder,20/11/2019,Walmart,account purchase price air filter minus refund trouble claim take money not return barbie doll
6757,174980,Becki Snyder,20/11/2019,Walmart,walmart take money account without consent
6758,174981,Becki Snyder,20/11/2019,Walmart,pay twice fram air filter
6759,174982,Becki Snyder,20/11/2019,Walmart,yet another call customer care another promise money return within business day
6760,174983,Becki Snyder,20/11/2019,Walmart,day
6761,174987,Becki Snyder,20/11/2019,Walmart,neither amount post account
6762,174988,Becki Snyder,20/11/2019,Walmart,nightmare too many error
6763,174992,Becki Snyder,20/11/2019,Walmart,steal customer
6764,174993,Becki Snyder,20/11/2019,Walmart,like need money
6765,174994,Becki Snyder,20/11/2019,Walmart,not order walmart
6766,174995,Becki Snyder,20/11/2019,Walmart,com
6767,174996,Becki Snyder,20/11/2019,Walmart,nothing
6768,174997,Becki Snyder,20/11/2019,Walmart,screw steal money
6769,175108,Patsy Mcglaun,20/11/2019,Walmart,one maybe two cashier rest self serve
6770,175109,Patsy Mcglaun,20/11/2019,Walmart,hire none english speak employee store always trash
6771,175111,Shirley Stoddard Davis,20/11/2019,Walmart,buyer beware never order walmart
6772,175112,Shirley Stoddard Davis,20/11/2019,Walmart,com
6773,175113,Shirley Stoddard Davis,20/11/2019,Walmart,order roku line
6774,175114,Shirley Stoddard Davis,20/11/2019,Walmart,check bank account hour later
6775,175115,Shirley Stoddard Davis,20/11/2019,Walmart,charge twice
6776,175116,Shirley Stoddard Davis,20/11/2019,Walmart,call pass one foreigner another
6777,175117,Shirley Stoddard Davis,20/11/2019,Walmart,say cancel
6778,175118,Shirley Stoddard Davis,20/11/2019,Walmart,not refund money roku arrive day later
6779,175119,Shirley Stoddard Davis,20/11/2019,Walmart,take walmart ask manager pass customer service person contact walmart
6780,175120,Shirley Stoddard Davis,20/11/2019,Walmart,com
6781,175121,Shirley Stoddard Davis,20/11/2019,Walmart,another foreigner tell return third party party would refund money
6782,175122,Shirley Stoddard Davis,20/11/2019,Walmart,know ever get
6783,175123,Shirley Stoddard Davis,20/11/2019,Walmart,never order walmart never problem amazon stay
6784,175125,Jason azel,20/11/2019,Walmart,try buy product online business
6785,175126,Jason azel,20/11/2019,Walmart,try make payment say credit card expiry go update new card no purchase make
6786,175127,Jason azel,20/11/2019,Walmart,take time call could literally not help keep say call bank
6787,175129,Jason azel,20/11/2019,Walmart,make purchase week alone also keep apologize nothing
6788,175130,Jason azel,20/11/2019,Walmart,shall never ever buy walmart thank previous purchase
6789,175131,Iris Ortiz,20/11/2019,Walmart,not let mislead information fool like fool
6790,175132,Iris Ortiz,20/11/2019,Walmart,use walmart walmart money transfer service send money sister
6791,175133,Iris Ortiz,20/11/2019,Walmart,say walmart
6792,175135,Iris Ortiz,20/11/2019,Walmart,well not case
6793,175136,Iris Ortiz,20/11/2019,Walmart,walmart restriction much money deliver
6794,175137,Iris Ortiz,20/11/2019,Walmart,send dollar get walmart uber not give money deliver dollar
6795,175138,Iris Ortiz,20/11/2019,Walmart,sister walk home empty
6796,175139,Iris Ortiz,20/11/2019,Walmart,mo money
6797,175140,Iris Ortiz,20/11/2019,Walmart,would know information would split transaction two not problem pick much need money
6798,175142,Becki Snyder,20/11/2019,Walmart,order fram air filter car walmart
6799,175143,Becki Snyder,20/11/2019,Walmart,com
6800,175144,Becki Snyder,20/11/2019,Walmart,receive barbie doll instead air filter order
6801,175145,Becki Snyder,20/11/2019,Walmart,contact walmart
6802,175146,Becki Snyder,20/11/2019,Walmart,com customer care advise expert situation
6803,175147,Becki Snyder,20/11/2019,Walmart,replacement part order give instruction take doll local walmart store
6804,175148,Becki Snyder,20/11/2019,Walmart,seem unusual question instruction
6805,175149,Becki Snyder,20/11/2019,Walmart,cs agent advise take doll local store
6806,175150,Becki Snyder,20/11/2019,Walmart,follow instruction finally receive correct item
6807,175151,Becki Snyder,20/11/2019,Walmart,also receive
6808,175152,Becki Snyder,20/11/2019,Walmart,refund trouble
6809,175153,Becki Snyder,20/11/2019,Walmart,receive email walmart
6810,175154,Becki Snyder,20/11/2019,Walmart,com advise not yet receive incorrect item employee pick send error provide shipping label month call customer care regard receipt wrong item
6811,175155,Becki Snyder,20/11/2019,Walmart,another email send walmart
6812,175156,Becki Snyder,20/11/2019,Walmart,com contact customer care explain receive email advise wrong item take local store
6813,175157,Becki Snyder,20/11/2019,Walmart,expert advise process full refund purchase price
6814,175158,Becki Snyder,20/11/2019,Walmart,filter
6815,175159,Becki Snyder,20/11/2019,Walmart,would take business day receive refund account
6816,175160,Becki Snyder,20/11/2019,Walmart,call walmart proceed take
6817,175161,Becki Snyder,20/11/2019,Walmart,account purchase price air filter minus refund trouble claim take money not return barbie doll
6818,175162,Becki Snyder,20/11/2019,Walmart,walmart take money account without consent
6819,175163,Becki Snyder,20/11/2019,Walmart,pay twice fram air filter
6820,175164,Becki Snyder,20/11/2019,Walmart,yet another call customer care another promise money return within business day
6821,175165,Becki Snyder,20/11/2019,Walmart,day
6822,175169,Becki Snyder,20/11/2019,Walmart,neither amount post account
6823,175170,Becki Snyder,20/11/2019,Walmart,nightmare too many error
6824,175174,Becki Snyder,20/11/2019,Walmart,steal customer
6825,175175,Becki Snyder,20/11/2019,Walmart,like need money
6826,175176,Becki Snyder,20/11/2019,Walmart,not order walmart
6827,175177,Becki Snyder,20/11/2019,Walmart,com
6828,175178,Becki Snyder,20/11/2019,Walmart,nothing
6829,175179,Becki Snyder,20/11/2019,Walmart,screw steal money
6830,155338,Trusting Transportation,20/11/2020,Walmart,flu shoot september th today shoulder still give lot pay
6831,155339,Trusting Transportation,20/11/2020,Walmart,contact walmart customer service manager pharmacy contact would not let get word
6832,155340,Trusting Transportation,20/11/2020,Walmart,very unhelpful keep say wonder make yet never know shot give know something pharmacist fail go cause problem
6833,155341,Trusting Transportation,20/11/2020,Walmart,manager not know process defend pharmacist result lie
6834,155342,Trusting Transportation,20/11/2020,Walmart,mention option needle size flu shot arm not squeeze shoulder unless choose
6835,155343,Trusting Transportation,20/11/2020,Walmart,everyone sane family know flu shot shoulder squeeze size needle depend size person
6836,155344,Trusting Transportation,20/11/2020,Walmart,example needle use adult never baby
6837,155345,Trusting Transportation,20/11/2020,Walmart,unfortunately go another pharmacy time target exactly think pharmacist say thing
6838,155346,Trusting Transportation,20/11/2020,Walmart,since flu shot normally give shoulder since pharmacist fail squeeze shoulder needle may go too far hit bone receive call store manager not anything either
6839,155347,Trusting Transportation,20/11/2020,Walmart,also never contact back speak someone wellness
6840,155348,Trusting Transportation,20/11/2020,Walmart,sure never get another flu shot ever become dumb shot not come walmart doctor appointment december rd hospital not place moment
6841,155349,Trusting Transportation,20/11/2020,Walmart,not shock walmart
6842,155350,Trusting Transportation,20/11/2020,Walmart,le news shocked could not come resolution
6843,155351,Trusting Transportation,20/11/2020,Walmart,maybe contact medical pharmacy board find solution
6844,155352,Trusting Transportation,20/11/2020,Walmart,not pain time roll side sleep
6845,155353,Trusting Transportation,20/11/2020,Walmart,not hurt raise arm not painful put clothing
6846,155355,Rui Maluf Filho,20/11/2020,Walmart,try buy ps release nov
6847,155356,Rui Maluf Filho,20/11/2020,Walmart,site min release time first time could not even add car ok happen however next time add cart
6848,155357,Rui Maluf Filho,20/11/2020,Walmart,go checkout keep waiting room wait min time would tell sell
6849,155358,Rui Maluf Filho,20/11/2020,Walmart,later find not want protect bot buy hundred pss walmart intent make profit make customer happy simple prevent even use tool prevent try write review product
6850,155359,Rui Maluf Filho,20/11/2020,Walmart,another batch come th think needless say thing happen
6851,155360,Rui Maluf Filho,20/11/2020,Walmart,ridiculous decide never shop walmart tell many people
6852,155361,Rui Maluf Filho,20/11/2020,Walmart,honestly walmart
6853,155362,mark justice,20/11/2020,Walmart,put hold card cancel order no less five minute place
6854,155363,mark justice,20/11/2020,Walmart,wait week see back card
6855,155364,mark justice,20/11/2020,Walmart,lie say bank end not
6856,155365,mark justice,20/11/2020,Walmart,attempt make jump thru hoop ie pass buck
6857,155366,mark justice,20/11/2020,Walmart,never business online
6858,155368,Austin Noska,20/11/2020,Walmart,order playstation disk drive get digital version
6859,155369,Austin Noska,20/11/2020,Walmart,would deal
6860,155371,Austin Noska,20/11/2020,Walmart,not mention limited supply circumstance get
6861,155372,Austin Noska,20/11/2020,Walmart,still order wrong wait get one
6862,155373,Austin Noska,20/11/2020,Walmart,reason create walmart account ps
6863,155374,Austin Noska,20/11/2020,Walmart,walmart let
6864,155375,Austin Noska,20/11/2020,Walmart,never recommend use walmart online don even want go store
6865,155376,Austin Noska,20/11/2020,Walmart,very disappointed
6866,155377,Austin Noska,20/11/2020,Walmart,go go target gamestop good buy
6867,155379,Christina c todd,20/11/2020,Walmart,go return yr mother humidifi get day ago motor problem could not find receipt hole store would not help find nothing could exchange walmart br
6868,155380,Christina c todd,20/11/2020,Walmart,equate not get
6869,155381,Christina c todd,20/11/2020,Walmart,different store br
6870,155382,Christina c todd,20/11/2020,Walmart,grr
6871,155383,Amber Lynn,20/11/2020,Walmart,would give zero star could
6872,155384,Amber Lynn,20/11/2020,Walmart,not order online accidentally order thing online
6873,155386,Amber Lynn,20/11/2020,Walmart,well able get first one time push refund would not go
6874,155387,Amber Lynn,20/11/2020,Walmart,second one not get time
6875,155388,Amber Lynn,20/11/2020,Walmart,second one show pende return give barcode give walmart associate say go walmart show walmart app say give barcode
6876,155389,Amber Lynn,20/11/2020,Walmart,see barcode thing
6877,155392,Amber Lynn,20/11/2020,Walmart,not end go walmart till yesterday
6878,155394,Amber Lynn,20/11/2020,Walmart,day get order deliver go walmart anyways
6879,155395,Amber Lynn,20/11/2020,Walmart,walmart
6880,155397,Amber Lynn,20/11/2020,Walmart,end people help no idea go pende return
6881,155398,Amber Lynn,20/11/2020,Walmart,walmart associate state chat walmart phone app talk sham chat pm
6882,155400,Amber Lynn,20/11/2020,Walmart,not help
6883,155401,Amber Lynn,20/11/2020,Walmart,keep talk one got deliver
6884,155402,Amber Lynn,20/11/2020,Walmart,tell yes get one deliver
6885,155403,Amber Lynn,20/11/2020,Walmart,charge twice account notice morning think go walmart pende return would refund money
6886,155404,Amber Lynn,20/11/2020,Walmart,not case
6887,155405,Amber Lynn,20/11/2020,Walmart,finally get talk pende return state need return item get refund
6888,155406,Amber Lynn,20/11/2020,Walmart,start get angry not second item deliver first place
6889,155407,Amber Lynn,20/11/2020,Walmart,state item actually deliver
6890,155408,Amber Lynn,20/11/2020,Walmart,point sure guy no idea talk
6891,155409,Amber Lynn,20/11/2020,Walmart,walmart associate state chat say pende return no deliver pende delivery processing tracking number anything like
6892,155410,Amber Lynn,20/11/2020,Walmart,ask tracking number not go end chat without one need proof item actually come way since pay
6893,155411,Amber Lynn,20/11/2020,Walmart,send end chat without say anything much walmart associate shock seem sketchy
6894,155412,Amber Lynn,20/11/2020,Walmart,look tracking number exact one already got deliver
6895,155413,Amber Lynn,20/11/2020,Walmart,notice app not say pende return anymore state deliver
6896,155414,Amber Lynn,20/11/2020,Walmart,like whaat like charge two item
6897,155415,Amber Lynn,20/11/2020,Walmart,put everything one order
6898,155416,Amber Lynn,20/11/2020,Walmart,point piss
6899,155417,Amber Lynn,20/11/2020,Walmart,way next day still not receive supposedly deliver nd item
6900,155418,Amber Lynn,20/11/2020,Walmart,hmm
6901,155423,Amber Lynn,20/11/2020,Walmart,walmart associate call walmart
6902,155424,Amber Lynn,20/11/2020,Walmart,guy amazing along walmart associate help sore
6903,155425,Amber Lynn,20/11/2020,Walmart,wish remember name
6904,155426,Amber Lynn,20/11/2020,Walmart,jose guy phone
6905,155427,Amber Lynn,20/11/2020,Walmart,send refund
6906,155428,Amber Lynn,20/11/2020,Walmart,morning notice charge charge time item
6907,155429,Amber Lynn,20/11/2020,Walmart,never order online
6908,155430,Amber Lynn,20/11/2020,Walmart,get get refund extra charge
6909,155431,Amber Lynn,20/11/2020,Walmart,beg cry
6910,155432,Amber Lynn,20/11/2020,Walmart,never order online first last time
6911,155434,Rosa,20/11/2020,Walmart,absolutely say satisfied
6912,155435,Rosa,20/11/2020,Walmart,employee help pick good phone
6913,155436,Rosa,20/11/2020,Walmart,really glade chance
6914,155437,Rosa,20/11/2020,Walmart,phone company
6915,155438,Rosa,20/11/2020,Walmart,good service customer could get
6916,155439,Rosa,20/11/2020,Walmart,really look forward buy next phone type technology company
6917,155440,Rosa,20/11/2020,Walmart,keep good work
6918,155441,Rosa,20/11/2020,Walmart,keep give good service costumer
6919,155443,d jas,20/11/2020,Walmart,two thumb worst ever experienced nov order set tire sale schedule installation nov naples auto center
6920,155444,d jas,20/11/2020,Walmart,nov receive confirmed order tire installation schedule nov
6921,155445,d jas,20/11/2020,Walmart,nov receve email state order cancel
6922,155446,d jas,20/11/2020,Walmart,check walmart
6923,155447,d jas,20/11/2020,Walmart,com order
6924,155448,d jas,20/11/2020,Walmart,ask order
6925,155449,d jas,20/11/2020,Walmart,order confirm order show separate order not set tire
6926,155450,d jas,20/11/2020,Walmart,norm order confirm call walmart naples auto center numerous time separate occassion never respond
6927,155452,Dave Hasslehaas,20/11/2020,Walmart,website garbage bad online experience ever
6928,155453,Dave Hasslehaas,20/11/2020,Walmart,not get inventory right result extreme frustration shopper
6929,155454,Dave Hasslehaas,20/11/2020,Walmart,never ever buy pathetic website
6930,155456,Jennifer Davis,20/11/2020,Walmart,would not recommend shop walmart
6931,155457,Jennifer Davis,20/11/2020,Walmart,com anyone know
6932,155458,Jennifer Davis,20/11/2020,Walmart,not even enemy
6933,155459,Jennifer Davis,20/11/2020,Walmart,just not worth headache october th order bed frame mattress
6934,155460,Jennifer Davis,20/11/2020,Walmart,receive bed frame no problem
6935,155461,Jennifer Davis,20/11/2020,Walmart,come mattress send baby crib instead
6936,155462,Jennifer Davis,20/11/2020,Walmart,no child
6937,155463,Jennifer Davis,20/11/2020,Walmart,no need crib
6938,155464,Jennifer Davis,20/11/2020,Walmart,speak different people different accent could not underst
6939,155466,Jennifer Davis,20/11/2020,Walmart,customer service agent tell everything want hear
6940,155467,Jennifer Davis,20/11/2020,Walmart,nothing actually help situation
6941,155468,Jennifer Davis,20/11/2020,Walmart,although make think take care month frustration
6942,155469,Jennifer Davis,20/11/2020,Walmart,finally cancel order fight get refund
6943,155470,Jennifer Davis,20/11/2020,Walmart,speak high non helpful get refund
6944,155471,Jennifer Davis,20/11/2020,Walmart,instead refund item never get refund item receive probably less expensive
6945,155472,Jennifer Davis,20/11/2020,Walmart,wait hear back someone billing account
6946,155473,Jennifer Davis,20/11/2020,Walmart,swear hate company customer service greed take society put humanitarianism last resort
6947,155474,Jennifer Davis,20/11/2020,Walmart,never shop store nor ever buy product line store
6948,155475,Jennifer Davis,20/11/2020,Walmart,not difficult
6949,155476,Jennifer Davis,20/11/2020,Walmart,doesn help everyone third party someone no one know go
6950,155477,Jennifer Davis,20/11/2020,Walmart,would like full refund item never receive could put quarter star would
6951,155478,Jennifer Davis,20/11/2020,Walmart,even give too much credit
6952,155479,Bianca Lee Cliff,20/11/2020,Walmart,customer service not good thay attitude sometime no reason
6953,155480,Bianca Lee Cliff,20/11/2020,Walmart,no matter good service not good service simply not good enough
6954,155482,Melissa Webster,20/11/2020,Walmart,getto worker not
6955,155483,Melissa Webster,20/11/2020,Walmart,attitude
6956,155486,Melissa Webster,20/11/2020,Walmart,underst
6957,155487,Melissa Webster,20/11/2020,Walmart,day not part
6958,155488,Melissa Webster,20/11/2020,Walmart,retailer store not people especially quay
6959,155489,Katherine DeGregorio,20/11/2020,Walmart,don buy walmart
6960,155490,Katherine DeGregorio,20/11/2020,Walmart,com
6961,155492,Katherine DeGregorio,20/11/2020,Walmart,customer service awful
6962,155495,Katherine DeGregorio,20/11/2020,Walmart,refuse help
6963,155496,Katherine DeGregorio,20/11/2020,Walmart,win admit make mistake
6964,155497,Katherine DeGregorio,20/11/2020,Walmart,ask fix issue fedex say company policy not
6965,155498,Katherine DeGregorio,20/11/2020,Walmart,tell call fedex would fix walmart would let
6966,155499,Katherine DeGregorio,20/11/2020,Walmart,laura supervisor say no would pay item anyway amazon much well customer service
6967,155500,Katherine DeGregorio,20/11/2020,Walmart,plan add walmart service never
6968,155670,Adam Gray,20/11/2020,Walmart,overcharge laptop
6969,155671,Adam Gray,20/11/2020,Walmart,go customer support team lead get upset calm go online change price right front act like nothing happen
6970,155672,Adam Gray,20/11/2020,Walmart,even screenshot
6971,155673,Adam Gray,20/11/2020,Walmart,contact corporate
6972,155674,Adam Gray,20/11/2020,Walmart,update shortly
6973,155675,Adam Gray,20/11/2020,Walmart,pende happen store
6974,155676,Adam Gray,20/11/2020,Walmart,store manager call work possibly resolve
6975,155677,Adam Gray,20/11/2020,Walmart,update overall assistant manager manager store time actually resolve issue
6976,155678,Adam Gray,20/11/2020,Walmart,laptop purchase item number black friday deal refund payment since clearly stock purchase
6977,155679,Adam Gray,20/11/2020,Walmart,good
6978,155680,Adam Gray,20/11/2020,Walmart,star could warrant since trouble go however end treatment management believe star warrant consider black friday make super busy mistake make
6979,155681,Adam Gray,20/11/2020,Walmart,star earn since prove walmart earn right top industry
6980,157068,Sandra,20/11/2020,Walmart,update discover trick bf sale
6981,157069,Sandra,20/11/2020,Walmart,choose store pick not shipping
6982,157070,Sandra,20/11/2020,Walmart,able score inch tv second launch
6983,157071,Sandra,20/11/2020,Walmart,black friday tv joke
6984,157072,Sandra,20/11/2020,Walmart,log ahead time gigablast internet
6985,157073,Sandra,20/11/2020,Walmart,soon pm est hit load inch roku tv cart hit pay say stock
6986,157074,Sandra,20/11/2020,Walmart,call bs walmart
6987,157075,Sandra,20/11/2020,Walmart,com ashamed
6988,157076,Sandra,20/11/2020,Walmart,no way sell second
6989,157244,Sandra,20/11/2020,Walmart,update discover trick bf sale
6990,157245,Sandra,20/11/2020,Walmart,choose store pick not shipping
6991,157246,Sandra,20/11/2020,Walmart,able score inch tv second launch
6992,157247,Sandra,20/11/2020,Walmart,black friday tv joke
6993,157248,Sandra,20/11/2020,Walmart,log ahead time gigablast internet
6994,157249,Sandra,20/11/2020,Walmart,soon pm est hit load inch roku tv cart hit pay say stock
6995,157250,Sandra,20/11/2020,Walmart,call bs walmart
6996,157251,Sandra,20/11/2020,Walmart,com ashamed
6997,157252,Sandra,20/11/2020,Walmart,no way sell second
6998,92579,Ricky C.,20/11/2018,Amazon Go,first time amazing concept
6999,92580,Ricky C.,20/11/2018,Amazon Go,love everything store look forward future expansion make future grocery shopping experience well everywhere
7000,92581,Ricky C.,20/11/2018,Amazon Go,amount time potentially save make not afriad go store worry line
7001,92584,Ricky C.,20/11/2018,Amazon Go,like happen costco time
7002,137439,Laura Brousseau,20/11/2021,Walmart,customer service desk one person work lineup south key location
7003,137440,Laura Brousseau,20/11/2021,Walmart,very unorganized slow
7004,137442,Tara Brumbaugh,20/11/2021,Walmart,return product order online walmart store tell refund credit account within two week
7005,137443,Tara Brumbaugh,20/11/2021,Walmart,well almost day still nothing
7006,137444,Tara Brumbaugh,20/11/2021,Walmart,call customer service say wait another business day give run around oh dollar promo code trouble
7007,137445,Tara Brumbaugh,20/11/2021,Walmart,no thank would give walmart money person facepalme
7008,137446,Tara Brumbaugh,20/11/2021,Walmart,ask corporate number guy give number say walmart deli
7009,137447,Tara Brumbaugh,20/11/2021,Walmart,unacceptable
7010,137448,Tara Brumbaugh,20/11/2021,Walmart,guess walmart purchase item rd party seller not refund money get refund
7011,137449,Tara Brumbaugh,20/11/2021,Walmart,try call electronic payment hotline
7012,137450,Tara Brumbaugh,20/11/2021,Walmart,operate pm
7013,137451,Tara Brumbaugh,20/11/2021,Walmart,bad business
7014,137452,Tara Brumbaugh,20/11/2021,Walmart,not purchase item walmart online ever
7015,137454,Mira Adam,20/11/2021,Walmart,horrible experience
7016,137455,Mira Adam,20/11/2021,Walmart,get online order
7017,137456,Mira Adam,20/11/2021,Walmart,problem return never get money back
7018,137457,Mira Adam,20/11/2021,Walmart,dishonest walmart
7019,137458,Mira Adam,20/11/2021,Walmart,com online order keep lie tell phrase issue refund
7020,137459,Mira Adam,20/11/2021,Walmart,never receive refund cause simply not issue refund
7021,137460,Mira Adam,20/11/2021,Walmart,steal money
7022,137461,Mira Adam,20/11/2021,Walmart,wish zero star
7023,182289,George,21/11/2017,Walmart,way customer service speak phone
7024,182291,George,21/11/2017,Walmart,not bring business company anymore
7025,182293,Aubrey Uber,21/11/2017,Walmart,walmart cool find stuff sometimes
7026,180783,Linda Bay,21/11/2018,Walmart,wal mart take checkout straw break camel back since sam walton die whole concept customer service go window no service no money buy need want online
7027,180784,Linda Bay,21/11/2018,Walmart,not wal mart
7028,180785,EMILY FOX,21/11/2018,Walmart,apparently day not enough time deliver item
7029,172132,Trendy,21/11/2019,Walmart,jury guy
7030,172133,Trendy,21/11/2019,Walmart,delivery one arrive time arrive damaged unusable
7031,172134,Trendy,21/11/2019,Walmart,still leave house leave send back
7032,172135,Jonathan Bennett,21/11/2019,Walmart,waste time order walmart
7033,172136,Jonathan Bennett,21/11/2019,Walmart,com
7034,172137,Jonathan Bennett,21/11/2019,Walmart,order time tv
7035,172138,Jonathan Bennett,21/11/2019,Walmart,suppose arrive tomorrow send cancellation notice last night pm first order
7036,172139,Jonathan Bennett,21/11/2019,Walmart,thank walmart
7037,172141,Jonathan Bennett,21/11/2019,Walmart,take day cancel
7038,172142,Jonathan Bennett,21/11/2019,Walmart,tell payment processing problem already speak loser bank chase make sure charge go
7039,172145,Jonathan Bennett,21/11/2019,Walmart,nope not wal mart
7040,172146,Jonathan Bennett,21/11/2019,Walmart,com
7041,172147,Jonathan Bennett,21/11/2019,Walmart,place order confirm card chase loser bank
7042,172148,Jonathan Bennett,21/11/2019,Walmart,charge would go chase send fraud notice email follow first order
7043,172149,Jonathan Bennett,21/11/2019,Walmart,walmart chase give
7044,172150,Jonathan Bennett,21/11/2019,Walmart,win use chase credit anymore
7045,172151,Jonathan Bennett,21/11/2019,Walmart,wal mart bad
7046,172152,Jonathan Bennett,21/11/2019,Walmart,perfect credit joke
7047,172153,Jonathan Bennett,21/11/2019,Walmart,chase every time leave town cut credit card
7048,172154,Jonathan Bennett,21/11/2019,Walmart,wal mart even speak customer service just get tired waste time incompetent wal mart win process order horrible non existent customer service philippine
7049,172155,Jonathan Bennett,21/11/2019,Walmart,useless
7050,172156,Jonathan Bennett,21/11/2019,Walmart,would just use another card
7051,172157,Jonathan Bennett,21/11/2019,Walmart,make almost impossible log order
7052,172158,Jonathan Bennett,21/11/2019,Walmart,never mind wal mart amazon just get sale website payment processing least bit competent customer service
7053,172159,Jonathan Bennett,21/11/2019,Walmart,alas neither worth waste time experience
7054,172160,Jonathan Bennett,21/11/2019,Walmart,show wal mart arkansa
7055,172162,Jewel,21/11/2019,Walmart,great place great people reconsider diffused fragrance
7056,172163,Jewel,21/11/2019,Walmart,chemical make fragrance
7057,172164,Jewel,21/11/2019,Walmart,bad people bad pet
7058,172165,Jewel,21/11/2019,Walmart,inhale chemical clothe product unacceptable
7059,172166,Jewel,21/11/2019,Walmart,see pub med article indoor air quality scented product emit bouquet voc
7060,172167,Jewel,21/11/2019,Walmart,fragrance product risk people profit
