level_0,index,Name,Time,Store,Comment
420,47324,Mike,20/10/2014,Walmart,I ordered a HP-15 laptop on a Monday on a close-out special. I received it on Wednesday. Quick turnaround. $299 for a killer laptop delivered in 2 days!
421,46443,l ke,20/10/2019,Walmart,"While I am the 1st to point out bad things in all my reviews, I must admit that as a disabled & homebound person that I USUALLY get my packages, at least the same week sometimes, fully realizing that I may NEVER get some of them. I am certain that in my medical condition I will NEVER be able to go in person to deal with the horrible ""customer service"" lines that are just there to discourage returns. I propose this holiday season to be sure & get a shipping return label for any item purchased in the store or online & make USPS come pick up the package to get your refunds from Walmart. Our USPS carrier, Cindy, zip 80219, has stolen our packages for over 10 years, been declared performing illegal activities by the USPS Office of Inspector General, but STILL has their permission to continue to steal & no termination in site. I ALWAYS make sure ANY site I buy from is aware of this. Usually the seller on W.com will send it another way even if I pay extra just to actually get it or I go directly to their website instead of using W.com. Amazon.com refuses to stop using USPS after a decade of me filing claims for stolen packages, so bye bye A.com! I would like to point out here that A.com will NOT let you post a low review- so do it here at Trustpilot! And if you haven't ever heard of it, do the holiday boycott on using Amazon.com. "" Amazon faces boycott ahead of holidays as public discontent,"" google the guardian as Trustpilot doesn't allow links."
422,46444,Michael Maylone,20/10/2019,Walmart,I do not recommend anyone to purchase an air mattress from Walmart I purchased the air mattress when we air it up it didn't work I went right back the same day to exchange it customer service was closed and I had to purchase another one when I did return it they said they can't return only exchange okay the problem is their product they don't have anymore nowhere in any Walmart I had to exchange it for a one that's a little higher price I had to pay the difference and I really didn't need the mattress this is to me is stealing because they took my money and did not give me the goods that was supposed to be when I try to make it good had to pay more I'm going to report it to the better business bureau and I'm going to put it on Facebook on their website and the state of Iowa and the whole country needs to make laws for companies like this that can't take advantage of people when they're trying to purchase something that's why I usually buy stuff off of eBay because this would have happened because if anything you get is not as they described their give you a full refund and return packaging
423,46445,Maureen,20/10/2019,Walmart,"I live in an area in northern California that pge and ATT shut down all power and phone lines...I went Walmart in Placerville to buy a cell phone...I couldn't activate it at home as I didn't have power so I asked Dan Ramey, Sales Manager at the Walmart if he would help me...he saw the desperation in me....he quickly got the phone out of the box, called the phone service and immediately got my phone activated and working...I was so relieved that I was able to have contact with family and friends during this time. I was so grateful for Dan Ramey to help me in this situation....Dan Ramey is a wonderful asset to the Walmart corporation and he was my hero that day!  Maureen"
424,44394,Michael Aycock,20/10/2020,Walmart,"Walmart in San Leandro people are lazy and poor customer service. Very rude and cannot help someone who is disabled locate items. They run me from m one end to the other, still didnâ€™t find what I was looking for. I will do my best to encourage a boycott unless they improve. THEY DID NOT CARE ABOUT THEIR CUSTOMERS. After I left Walmart, I went to target, and the associate there took me right to the item I was looking for. Kudos for Target."
425,44395,Brian Heise,20/10/2020,Walmart,"I compared grocery store compliance with mask wearing ie COMPLETELY COVERING FACE AND NOSE at 4 Baton rouge grocery stores. I observed directly and made eye contact with 25 empluees at all stores ( approx).  1 walmart highland and lee 65% 2 whole foods same town 96% 3 costco 90% 4 calvins 85%  I directly made eye contact with and observed on 10 19 20 about 25 employees ( all 4 stores)  At whole foods the manager said he would imediately correct the issues as they arise. At calvins "" we try but we cant easily terminate people. Costco apparently gives three warnings.  I never had a problem firing employees. When i had enough, i said "" your fired - get out now and dont come back. Never had a problem telling people that they are a failure or whatever.  Additionally im finding now walmart competative prices on bread and milk at whole foods  So im gonna play this with some caution but now i think with whole foods preservative free foods and store brand prices, shopping here is a win win deal.  Im gonna keep a close eye on all of their employees though and try to get anyone fired ie without complete face covering  I encourage everyone to try persuade others to wear masks always and correctly. I feel we as americans have a patriotic duty to sanction ie punish noncompliance with public health standards. This is not a time for trying to do anything ie mask slipped or im anxious about breathing or whatever. People who ' try' are failures and should just be ignored and rejected."
426,44396,Jamie Spencer,20/10/2020,Walmart,Not only do they owe me money for a pair of rain boots that I bought for my grandson and never received. But they also charged me $28 for shipping on a $145 order when their website says orders over $35 are free! I will never shop Walmart again their stores or online! I've technically and literally been ripped off for over $60 in the last few months.
427,44397,Charles,20/10/2020,Walmart,3rd party vendor canceled half my order without notifying me. No phone support. Help chat was with someone from India who disappeared and never responded.
428,44398,Nancy Cieslak,20/10/2020,Walmart,There kind of good they dont treat there workers how there supposed to be treated but they also need to keep up with there supplies
429,44399,Tenzin Lhaze,20/10/2020,Walmart,I just had a poor experienceâ€” canâ€™t believe that the personnel charged me for another customer and then went on to argue that I had asked to combine the order together!! Why would I do that??? I understand human errors happen but try to be apologetic and be understanding rather than pointing fingers when it was the personnelâ€™s error while wasting my time too. Such a poor service!!!
430,36174,PhilipALight,20/10/2018,Amazon Go,"Good food, great value, super fast Still not sure how this works but what a fantastic concept!! I picked things up, put things down (sometimes in different places) and it just knew exactly what was going on. Such a clever concept!! Really enjoyed the experience and the prices are good too so you wonâ€™t pay over the odds. You need to download the free Amazon Go app and log in with your Amazon account in order to enter. You wonâ€™t be here for ages so not worth making a special journey (unless you are super interested in tech or a bit geeky) but it can be visited on route to somewhere else and is a lot of fun!!"
431,36365,Seahawk A.,20/10/2019,Amazon Go,I came into this store not knowing what to expect. I was very surprised at how easy it was to shop in. I didn't find anything I wanted outside of a candy bar and a coffee mug. For the people that live in the area it's perfect. It will be great when they get the kinks ironed out and sell more then coffee and sandwiches.
432,42145,Tina Marie,20/10/2021,Walmart,"I put in order for a cake pan , They shipped it to wrong address, I am a baker and needed it for a birthday cake. They are doing nothing and told me i could talk to thier legal team but only gave me a physical address and not a phone number. I will never shop at walmart in-store or online again! I had to give a 1 star for review but please make that a negative number. This was for a 3 yr old's birthday cake."
433,42146,Ross Fasolino,20/10/2021,Walmart,"Walmart, the anti-veteran, anti-military, anti-American, China loving retailer. Sam would be sooo proud of his descendantsâ€¦. NOT."
434,42147,Raven,20/10/2021,Walmart,"I really wanted to like Walmart+. I started off for two reasons. First, they had a two week free trial, which they added a bonus two week free trial to, just for answering a couple of questions. Second, I was ill and needed to not have to leave the house for an undetermined amount of time, likely a few weeks. The first delivery didn't go well. I'm disabled, checked the box for me to sign for groceries, expecting them to knock at the door and dry them right inside. None of that happened. She set my groceries down, knocked and ran. I had ordered a case of water. I had to sit on the ground and slide my groceries in. The second one they cancelled for no reason given and third one arrived an hour past the last hour due. The fourth one was due here between six and seven p.m. at seven I received a message that it was running late. At eight I received a message that they'd shopped my groceries and substituted one item. It's now almost eleven p.m., closing time and I haven't heard any more. I've called, but that department is closed, customer service is closed, the managers are supposedly all gone for the day and no one knows a thing. I'm cancelling this ""plus"" membership"". I can only assume the plus stands for plus more headaches."
435,42148,Arick,20/10/2021,Walmart,Item was never sent and they refused to complete the exchange lied and said fedex lost rose but fedex says never received. Never shop here the customer service is worse than terrible
436,47255,Jaime Arnold,21/10/2016,Walmart,"I do not recommend anyone to shop online with walmart. If you need anything, go straight and get your things."
437,46440,Tyrone W,21/10/2019,Walmart,"Recently visited walmart in Flanders and recieved excellent service and support from the ""support Manager"" (Tarnisha). She showed patience and a honest willingness to help me!"
438,46441,Babak MLE,21/10/2019,Walmart,"Never buy anything from the; because you will soon regret it! Their online store is peace of s**t, as you wont get your order! Very irresponsible customer support team who are easily saying we're sorry; but they obviously don't mean it! I didn't receive my orders while they had it on their stock!"
439,46442,Ashley Ferreira,21/10/2019,Walmart,I bought a shelf for my sons room online. It was supost to be brand new and it comes with scratches all over edges and they touched it up with a total different color of grey it's almost a black. I'm about to have a baby next week and had to pay someone to build it as well as to bring back to walmart now. So a total waist of money. If I wanted some used looking furniture I would of went to a garage sale.
440,44392,Navyguy,21/10/2020,Walmart,"I tried to return an unopened multirole package of toilet paper six hours after I bought it and Walmart refused to take it back. The reason they gave was the ""Department was not ready to accept returns at this time"" whatever that means. They were completely unable to even speculate on a date that a return might be possible. Supposedly, this policy was to reduce traffic in their stores for high demand items like various paper products several months ago, These are fairly readily available today. I read their policy and they are accepting returns in 41 states but not Illinois. This is a ridiculous policy. I will STOP shopping at Walmart and encourage others to do the same."
441,44393,Greg,21/10/2020,Walmart,"I wish, I can rate them at zero. Order Ink Jet cartridges. After 2 days received wrong one. Called the same day customer service about the wrong cartridges. Called 3 more times. Now is almost 3 weeks, no money return or new cartridges"
442,42141,Matthew Barnes,21/10/2021,Walmart,The new application update with shipping added is absolutely horrible. It is the most horrible update I have seen in a grocery app. I will now be using other delivery forms of groceries from other companies. Fire the person who wrote this program.
443,42142,Lori Alanis,21/10/2021,Walmart,"its stupid that they combined shipping and pickup items, makes everything harder"
444,42143,Kurry Kabob,21/10/2021,Walmart,"Do not ever order anything from Walmart.com - customer service and returns are non existent! I was given a baby shower gift that was purchased from Walmart.com. When I went to Walmart to return for store credit because I received 2 of the same item I was told they would need to refund the gift giver and I would need to work it out with the friend who gave me the gift. This is hands down awful, makes no sense and is insulting the the gift giver.  It's amazing how Amazon, Target and all other major retailers have figured out a way to work with 3rd parties and issue refunds but these folks haven't. The can't seem to grasp a basic concept of I purchased it from your store therefore your store should provide a refund and customer service. Their 3rd party problems should not be made my issue.  Walmart YOU SUCK"
445,42144,Litty Lights,21/10/2021,Walmart,"Not even worth one star. On previous versions of the app, (the older Walmart app), it was user friendly and had a good layout. The new update made things more confusing than ever, and the price scanner is not accurate. Many items you scan in store will come up as ""item not found"", ""item coming soon"", or ""we no longer sell this item"", when the item(s) are fully in stock and right in front of you in store. If the scanner does pull up a price, often times it shows the price of that item online for shipping to your current store instead of the price of the item in your current store. Many people including myself enjoyed using the older version of the Walmart app and now we are forced to download the update in order to use the app. I don't think people should be forced to update if they don't want to. The new app should have been majorly tested before even being released for public use."
446,42942,Mike,21/10/2021,Walmart,"Forget everything else but the fact that this company trains its employees critical race theory, etc., anti white... Done with them"
447,46438,Shana,22/10/2019,Walmart,Shopping online for electronics and making a purchase adding the protection plan doesnâ€™t help you when you need a replacement. They send you here there and everywhere.
448,46439,Gretchen Tate,22/10/2019,Walmart,"I bought a Straight Talk phone. 5 months later I decided to make it a Safelink phone. After wasting my time, I was rold my phone wasn't compatible and to take it back to Wal-Mart. I took the phone and the receipt and got blown off. I had 15 days to return the phone, they wouldn't do an even exchange. Wal-Mart keeps blowing me off and saying to speak to Tracfone and Safelink, and when I said I had, they keep saying the same thing. So now I have a phone I can't use, 3 companies givimg me the runaround, and lots of VERY BAD SERVICE FROM WALMART. They don't care."
449,44388,c gavin,22/10/2020,Walmart,******BUYER BEWARE*********Walmart advertises they have hard to find items like alcohol to bait you into purchasing other things online when they have no such items available. They even send emails that says the hard to find item has shipped. When your package arrives you will find everything but the hard to find item but now they've gotten your business. Reporting them to Better Business Bureau
450,44389,Sandy Forrester,22/10/2020,Walmart,"I'm not doing Trick or Treat this year because of the virus, but yesterday I decided to prepare treat bags for a few special people (young and old.) It was pretty late because I would need one of the bags 5 days before Halloween. So I went to the Walmart site and searched for 2-day delivery items. Luckily, I found quite a few same-day delivery, but at least one was 2-day. No problem, still plenty of time. I placed the order in the wee hours this morning, and was so surprised when my order (all of it) arrived before noon. Incredible! Thanks so much, Walmart. You are fantastic!"
451,44390,ED. C,22/10/2020,Walmart,"normally I don't write reviews but so fed up with walmarts online help. had ordered face masks by Apeak in Aug 6/2020.should of came the latest Aug 18. Third party in China. that was I guess my first mistake. Now it is Oct 22. phoned 3 times to customer service and all said will f/u in 1 day,NOT! tried to get third party and doesn't seem to exist. talked to supervisor 3rd time and she was RUDE! hoping to get refunded but still not sure. A lesson to anyone reading this as not to order from walmarts third party sellers as they are not true to purchases or forever to get. Hope Miss Rude will refund my money. Note I was calm in asking and talking to this supervisor. Will not be buying products again online. Thanks Walmart! Not the way to keep customers"
452,44391,Cindy Walker,22/10/2020,Walmart,"RETURNING A PRODUCT CAN BE BRUTAL. ITS AN EASY PROCESS TO ORDER BUT NOT TO RETURN. I AM STILL TRYING TO GET MY MONEY BACK ON A PURCHASE MONTHS AGO. IT WAS VERIFIED RECEIVED BY FEDEX AND AFTER MANY CALLS PROMISING A REFUND, NOTHING. NEVER AGAIN."
453,36237,Rebecca K.,22/10/2020,Amazon Go,"Limited selection, but what they have they do well. They are targeted at being a grab and go lunch spot for Amazon employees so most of what they sell is pre-made lunches. It's convenient, but subpar for people with food allergies. I haven't seen this location have lines in years.  My mom picked up a sandwich here that she enjoyed. I used to love the shrimp and grits Amazon meal, but this location never had it in stock (only the larger Cap Hill one did and they seem to have discontinued it). A lot of their premade foods have nuts, so I couldn't try them.  The salads seem nice but are priced highly. Granted, Whole Foods salads cost even more and I've found flies in mine. If you want a lunch salad go anywhere else.  They have a large drinks section, but they are split into 2 parts of the store. Due to Covid the store is 1-way  wandering and I didn't notice the cheeped drinks are at the end and the beginning ones are more expensive.  The candy section was disappointing. They chose healthier brands. Skip the sour gummy worms. Honestly you can find everything here and have more selection at the Target a few blocks away. The main benefit here is no line, and the food is more grab-and-go."
454,42135,Tinnermom,22/10/2021,Walmart,This is happened to me a few times and if you read the fine detail you will notice they slip this in a little tricky in their writing on the website. I order quite a few items and have a large bill. As soon as I hit submit payment for my shopping cart I go into my bank app and it shows that Walmart is withdrawing my entire bill. What I donâ€™t know is really there making sure I have that amount in my bank but they are not actually pulling that money until each item ships and each item is charged separately depending on who itâ€™s being shipped from. Letâ€™s say five items shipped from five different places so you will get five different charges on different days. So because the bank thinks Walmart is taking this large fee they take it right out of your account and you see your balance showing that Walmart bill is paid. Itâ€™s a little bit of brain twist letâ€™s say. Really Walmart did not take that money after I looked at my account following my purchase. My bank still shows me they took that money but really when Iâ€™m not looking all that money is going back into my account because Walmart didnâ€™t really take it. They only take the money when your product is shipped. That is messing with my bank account really messed up!!!! I think the purchase came out because I seen it come out right after I made it but then when Iâ€™m not looking that whole transaction disappears and Iâ€™m looking at my balance in my bank thinking I have all this money that I donâ€™t have because now all of a sudden these things are going to start shipping and the money is coming back out of my account separately for each item. I am a mother who lives paycheck to paycheck so I really hate this because it has screwed me so hard not paying attention or understanding what Walmarts really doing. I certainly donâ€™t try to get overdrafts on purpose but making a large purchase with a debit card from Walmart can be really a brain screw when it comes time to taking payment. Here I thought my bill was taken care of in my balance in my bank was true and Walmart had it all twisted. They need to label that a lot better and explain it a lot better on their website.
455,42136,Jenna,22/10/2021,Walmart,"Absolutly horrible changes with this app/website features. I've been trying to order items for my kids for x-mas. I can't! 45 minutes wasted fighting with this. The screen only allows you to view the cart on the side of the screen and then flashes away. I want to see my full cart, shipping, pick up options.Not view them where I can't see them. I've already had to change my password from these changes. Then it didn't want to stay logged in and after 45 minutes of fighting with this and seeing the shipping fees that now make the savings, I would've got here actually cost more than Amazon and other stores compared to paying the normal price I'm done. This is one of the worst updates ever I've seen from a company. For anyone actually wanting to do business at Walmart..don't bother with this online nightmare. I used to enjoy Target and then they went to crap and items weren't appealing anymore, so I switched to liking Walmart because things were in stock but the website and shopping online is now impossible. Which means you're losing business, frustrating customers and don't actually care about what consumers want. Whoever designed the coding for this app needs better training and you need a better market research team because clearly the ones who you have now are not qualified and the roll out of this is terrible for your company especially before a holiday when items are already limited with a pandemic. So, disappointed. Market research is important and NO ONE WANTS A BROKEN WEBSITE and this hassle when shopping online."
456,42137,Paulie Singh,22/10/2021,Walmart,"DO NOT ORDER ONLINE>>> bought workout equipment that was defective and sliced my hand up badly.....customer service has led me on for 7 months saying they will fix the issue and nobody gets back to me. I tried starting a return and its the same issue.....they said they will send a return label and nothing. Im now calling my cc company to correct this. Bunch of morons on the customer service line, dont bother asking for a manager or supervisor....they dont exist....youll end up on hold for hours. Stick to costco."
457,42138,AbominableScotsman,22/10/2021,Walmart,"While shopping for groceries and other basic items, it's impossible to tell if an item has actually been added to your cart. An error on a single item will cause all other items in the cart to become ""Out of stock."" Incredible. When you go back to the page to re-add the item, you will be greeted by a grayed-out ""Add to cart"" button, until you refresh the page & it's suddenly back in stock. The cart is the ONE thing that should function. Who is testing this website?  Also, some items are listed as Pickup OR Delivery, but when they're added to the cart, Pickup becomes the only option. Try to change it and you have Pickup or Delivery from Store, shipping is not available. Items I've had shipped before are now pickup only because of this broken design.  There are also far too many random 3rd-party retailers, so each search page becomes cluttered with spam. Overall, shopping the site is just an awful experience, especially compared to all the other online retailers that get basic functionality right."
458,42139,Nora,22/10/2021,Walmart,Absolutely THE worse online shipping customer care. They lost my shipment then refund me then reorder supposedly a priority shipment then they donâ€™t show up during the delivery date and itâ€™s now set to arrive even later. Absolutely the worse Iâ€™d rate you guys a 0 if I could
459,42140,Thatâ€™s So nique,22/10/2021,Walmart,I placed a order at 3 pm it was supposed to be set to arrive at 7 pm and itâ€™s literally almost a whole 3 hours later and my groceries have not been delivered this is crazy !!!
460,46436,Susan Gonzalez Bray,23/10/2019,Walmart,"Good evening. I wanted to let you know about a troubling experience I had the last two days at a WalMart Auto Center in Warner Robins, Georgia at 2720 Watson Blvd. This is store #01367. I came in with my son on 10/22/19 to purchase two tires. We instructed the technician to replace the front driver's side tire and to place a new tire on the front driver's side. We asked for the passenger side front tire to be rotated to the back of the passenger side. This was to ensure that my son would have two new tires on the front of his car.  First, I was informed by the technician that to move one tire from the front to the back would constitute a tire rotation and would cost $48.00. This seemed excessive, but I agreed. Next, when we returned to pick up the car, we found that our instructions had not been followed. We were told that moving our original front passenger tire to the back was against store policy even though the Walmart site clearly indicates that a single tire can be moved from one location to another for a mere $2.50, not the $48 I was charged. Then, we were informed that the technicians discarded our perfectly good front passenger tire and replaced it with a new tire. This was not what was requested. However, in doing so, they failed to replace the tire I actually wanted, the rear passenger tire which was very thin on tread. By the time we realized this, I had already paid for two tires, a tire rotation, and an oil change. The auto center was closing and we resolved to return the next day. Upon returning today, the on-duty manager whose name was Brent or Brant told my husband that despite the fact that their employees made a mistake, we would just have to buy a third tire. He offered a trivial $24.00 off the price of the tire, but said he had no more of the desired tire in stock and that he could sell us a more expensive tire. He said he would call us on Friday, two days from today when the new tire was in stock. He made no attempt rectify the price of the tire rotation, which is obviously not the service I requested.  Additionally, my son, whose vehicle it was, never signed for any transaction. However, a signature that was a mere squiggly line was shown on the order. Obviously, he did not consent to the changes they made.  So, at this point, my son still has an inadequate tire that has yet to be replaced. I am hesitant to wait for Friday. This auto center has lost all credibility with me. I have no faith that the tire will be in stock, that we will receive a call, or that the desired service will be completed with any fidelity.  In short, we are done with this Walmart. There are too many service options in our area to persist in visiting a retailer who I do not trust, especially when it comes to something as important as a tire. When I buy a tire for my college-age son, his life is in the hands of those who perform this service work. I feel as though we were manipulated, deceived, and cheated."
461,46437,Lou DeToma,23/10/2019,Walmart,"I shop Walmart store # 02140 nearly everyday. I am happy to report that two of your employees went above and beyond to assist me. Your employee Vicki, who works in the vitamins section, not only gave me directions, she walked with me all the way to the back of the store and found the kind of brush I needed. She had helped me in the past before.  Your second employee, Robert, who works the section opposite the meat Dept. and near the coffee aisle was most helpful. He was stocking his shelves when I told him that a store brand tropical trail mix had been out of stock for a few says. He stopped stocking and walked me back to the trail mix aisle.He found the spot where my trail mix was supposed to be. He scanned the shelf tag and told me he would order a shipment today. He explained that it might be a couple of days. I thanked him. Both Vicki & Robert did all this with a smile while thanking me for shopping Walmart.  I would ask that you recognize them both. People like them is why I shop Walmart.  My two REF #'s are: 929500143800 - ( Vicki ) & 929500737614 ( Robert ) Thank you  Respectfully,  Lou"
462,44379,Greg McDaniels,23/10/2020,Walmart,"This week, I used Walmart Delivery for the 1st time and it will be my last. I was injured, so I'm unable to go to my local store. I rarely go there anyway, due to how poorly run it is and how the staff is too interested with what is on the phones, than maintaining the store, but that's an entirely different story. Anyway, I selected the items that I needed from that stores inventory. All items were in stock, so I added the 15 items to my cart, paid and got the delivery date ( Friday 10/23/20). All seemed pretty painless. Then I get an email, letting me know that my order was being sent to me in 3 different packages. Seemed odd, since the store was like 5 miles away and all the items were in stock, but whatever. I then received an email, stating that the delivery dates were going to be on 10/21/20, 10/22/20and 10/23/20. Ok, still nothing to get upset about. The package to be delivered on the 21st, was coming from the local store, the 2nd one was coming from a store about 40 minutes away and the 3rd from another state. I get an email on the morning of the 21st, letting me know that my local package was ""out for delivery"" and to expect it by ""end of day"". Well, the end of day came and went and the order status was changed to ""Delayed"". The end of day on the 22nd came and went...no status change....about 5pm on the 23rd, still no package and still just the ""Delayed"" status, so I contacted customer service, to see about an updated status for that local package. After a bit of a wait, she comes back to let me know that the package got lost in delivery ( yes, they somehow lost my package, in the 10 minute drive from the store to my house). Results: I had to cancel 1 package that contained over 1/2 my order( and now 2 of the items are ""out of stock"") and at the time of writing this, I'm still waiting on the other 2 packages. I tried to give it a shot, but I'm sticking with Amazon."
463,44380,Michael Davis,23/10/2020,Walmart,Got 3 boxâ€™s from Walmart online delivered today One box was ok. Second box ripped so hell Last boxâ€™s had an open 5 gallon bucket of cat litter in it
464,44381,Paul Ferland,23/10/2020,Walmart,"Recieved my new Sony 55"" TV on October 19th called the new free tech support program for installation assistance i was informed I would be contacted within 24hrs.called next day no one answering phones just recording leave message. No callback next day same results, also left multiple emails no reply, finally installed tv myself with help from Google search. Recieved call on 3rd night told customer service rep damage was already done and I will never buy another big ticket item from Walmart. Their customer service and support is horrendous. Bottom line F*** Walmart, and they think they can take on Amazon whith their Sh**** premium program that still forces you to spend $35 GOOD LUCK!!!!!!"
465,44382,LNWILEY,23/10/2020,Walmart,"Don't purchase online products. The Keter 238231 ottoman was defective.Tried returning within 30 days per policy but return label wouldn't process. Walmart chat/customer svc blamed vendor. Vendor blamed Walmart. Now more than 30 days passed, Walmart says ""too bad."" What a scam."
466,44383,Julio Cherrez,23/10/2020,Walmart,Simple.. Walmart does care about their customers period
467,44384,H Sivan,23/10/2020,Walmart,"It seems a pity that no one in WM management pays attention to customers' reviews because these can help both the expected professionalism, efficiency and ethics. I ordered online BioKleen laundry detergent. All went well, one week delivery (fine), charging me (fine). Five minutes later my order was cancelled due to...the popularity of the item. Why not update your website? or provide a date of future availability? Cancelling within minutes of taking my money and promising delivery is neither professional nor ethical. High time that Corporate America conduct itself according to its customers' basic expectations of true and up to date information."
468,44385,Hannah Burke,23/10/2020,Walmart,affordable. But slow shipping
469,44386,Melissa,23/10/2020,Walmart,I really think y'all should stay open till 12:00 am at least for us 2nd shift people. Please consider this. Thank you
470,36229,Lisa W.,23/10/2018,Amazon Go,"The future is now. Amazon go is such a neat concept. A convenient store where you can leave your wallet at home while you shop and check out without any human interaction.  Fist you need to download the Amazon Go app and set it up. It's setup from your Amazon account and linked credit card. As you walk into the store you swipe in with your phone and the provided scan key from the app. You can check a nonmember in under your account as well. As you pick items off the shelf they are added to your virtual cart. If you put the item back, it is taken out of the cart. When you are finished you just walk out if the store. All payment and processing are done via your amazon account and app. Shortly after you will receive a text showing your receipt.. even the amount of time you spent in the store. Easy peasy!  The store contains items you'd find in stop and go store. Food, drinks, snacks, prepared meals and house hold type items. The only human interaction I spotted was near the alcohol corner. I assume she checks that you're legal to toss a bottle of wine or two in the bag    The hole process was super easy. I'm sure we will see more of these store pop up around us soon."
471,75727,John J,23/10/2021,Amazon Go,"Donâ€™t think Iâ€™m crazy, theyâ€™ll have robots doing it within 5 years"
472,42130,Cesar Fazz,23/10/2021,Walmart,"Automotive department in the Yuma Arizona Walmart located on Pacific avenue is the best! Linda, the greater, is absolutely a dear and is the best example of what customer service should be!!! Sheâ€™s the reason I come here for all my automotive needs!ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼"
473,42131,chadniris calico,23/10/2021,Walmart,"advertise Great sales, same day, next day and/or 2 day delivery...Sure !!!! and this recent order which is second and will be my Last order placed Day 7 and still waiting and its like the blind leading the blind for a solution excluding canceling order and starting over now a week behind for my commitment / obligations... Lesson learned cancel my Walmart Card of 7 years, pay a little more and stick to Amazon"
474,42132,Carolyn in Venice FL,23/10/2021,Walmart,"I bragged about Walmart's grocery website to Publix and now they have a new update that is really terrible. The update is difficult to navigate. You constantly have to reenter that you want only items that you can pick up in the store, I can't find a sort to only pull up in stock items so I have to go through all of the out-of-stock which are many. I'm not interested in shipped items for a weekly grocery order. Walmart, please change this as many people I know are also complaining and I didn't bring up the topic."
475,42133,Cas Cruz,23/10/2021,Walmart,"We had a rude employee experience. Your employee confronted us about leaving something on a shelf that wasnâ€™t ours. All I did was pick up and look at the item, and set it back where I found it. She then followed us and blamed us for leaving things where they wouldnâ€™t be. Even though I understand her frustration she shouldnâ€™t have followed us. We donâ€™t appreciate the way the handled the situation, she just wanted to blame us."
476,42134,Lindsey Robl,23/10/2021,Walmart,We had a lady come up to us and very rudely she said I donâ€™t appreciate you leaving things where they donâ€™t belong. When the thing that got left there wasnâ€™t our and we were just looking at it. I donâ€™t appreciate the way she handled the situation by jumping to conclusions when she could have asked if it was ours.
477,46430,Katie Schaaf Kelley,24/10/2019,Walmart,"Not against Walmart but I bought my sonâ€™s Halloween costume online recently and the light up thing came batteries came so eroded, they are probably older than him! Disgusting. I have picture if necessary"
478,46431,Jack Muller,24/10/2019,Walmart,Bought an infrared fire place on line from Walmart. It was delivered with a damaged cabinet even tough it was well packaged. Obviously the manufacturer was incompetent. I was stupid enough to buy Walmart's protection plan Good luck trying to get any help from Walmart with their confusing online maze or busy 800 number. Never again.
479,46432,Anita Janae Lepire,24/10/2019,Walmart,"Two months ago an Onn tablet was purchased at Walmart. Onn tablets are a Walmart product. A couple of weeks ago the battery stopped charging; and when it's plugged into the charger it say's it's overheating. Went back to the Walmart it was purchased at in Fredericksburg, VA, Central Park Shopping Center to return it. I was literally standing right in front of the sign, at customer service, that states that Walmart is happy to give a refund or exchange on any purchase with or without a receipt for 90 days. Guess what; this was 60 days and they would NOT take it back. I was told that on this tablet it's only a 15 day return policy, even if the darn thing stops working and the claim it has a year warranty. All we wanted was a store credit to purchase another brand of tablet. This should be very easy for them, since all they have to do is send the returned back to Onn as defective. Now they've lost a more lucrative sale and a whole family of customers!  I already knew that Walmart does price gouging on some necessary items--(such as baby needs), and some times of the year--such as during a snowstorm. Now I realize, however, that they are Blatantly dishonest in Everything and can not be trusted for any purchases at all."
480,46433,Joseph Driskell,24/10/2019,Walmart,I order stuff on here when Amazon is out and they are ALWAYS damaged. If you are ordering from here order 2x what you actually need because half of it will be damaged.
481,46434,Soosie,24/10/2019,Walmart,"I purchased a Instant Pot from Walmart about a year and a half ago from the Arnold, MO location on top of that a 3 year service warranty. Was told if I had any problems with the product to bring it back to them and they would replace it with the same model. I had this less than two years and now itâ€™s not working. Walmart is not going to honor the service warranty. Such a rip off. I plan on reporting them to our state Attorney General."
482,46435,Carlos A,24/10/2019,Walmart,"This is an article that met all my expectations, I picked it up in the store was perfect, the price was very good, and the customer service with some problems that it brought was excellent"
483,44377,sylvia,24/10/2020,Walmart,"waste of time!!! you order items that appear to be available, but when the order comes, only MAYBE 1/3 of the order is actually there. to spend money on membership,and NOTHING IS ever AVAILABLE!!! People. don't do it!!!"
484,44378,Vinny JR,24/10/2020,Walmart,Never order from Walmart. Shipping with FedEx. FedEx will not bring package to the house. Leaving it at mailbox on the ground. STOLEN AGAIN !!!!! NEEDS TO STOP !!!
485,36362,Denise G.,24/10/2018,Amazon Go,"Easy as 1, 2, 3. Came in for a quick snack and water and the store is as advertised. Great prices and just convenient with the no lines technology. Store is clean, organized, and well stocked."
486,42122,Dwight Lemky,24/10/2021,Walmart,If you order anything over $150 you can not return it to the store you picked it up at always go the with an easy return like Amazonâ€¦..
487,42123,Heather Hirsch,24/10/2021,Walmart,"Absolutely the worse company to do online ordering with, their 3rd party companies like the market place, is fraud and will not get you your order and you will jump through hoops to get your refund."
488,42124,A,24/10/2021,Walmart,Never in more than 70 years have I ever had a vaccination that bled and left a bruise. An appointment was ignored--line up with the walk-ins. Last night the vacs spot bled into the bandage and this morning has a visible bruise. Volume and not quality care is the rule here.
